3364,"Beijing","China",40.080110999999995,116.584556,0.029902787898431305,1.0,49.92569765419766,1.0
6817,"Hongyuan","China",32.800428000000004,102.534785,0.029902787898431305,1.0,49.92569765419766,1.0
3366,"Hailar","China",49.204997,119.825,0.029902787898431305,1.0,49.92569765419766,1.0
3368,"Tianjin","China",39.124353,117.34618300000001,0.029902787898431305,1.0,49.92569765419766,1.0
3369,"Taiyuan","China",37.746897,112.628428,0.029902787898431305,1.0,49.92569765419766,1.0
3370,"Guangzhou","China",23.392436,113.298786,0.029902787898431305,1.0,49.92569765419766,1.0
3371,"Changcha","China",28.189158000000003,113.219633,0.029902787898431305,1.0,49.92569765419766,1.0
3372,"Guilin","China",25.218106,110.039197,0.029902787898431305,1.0,49.92569765419766,1.0
3373,"ning","China",22.608267,108.17244199999999,0.029902787898431305,1.0,49.92569765419766,1.0
3374,"Shenzhen","China",22.639257999999998,113.81066399999999,0.029902787898431305,1.0,49.92569765419766,1.0
3375,"Zhengzhou","China",34.519672,113.84088899999999,0.029902787898431305,1.0,49.92569765419766,1.0
3376,"Wuhan","China",30.783758000000002,114.2081,0.029902787898431305,1.0,49.92569765419766,1.0
3378,"Lanzhou","China",36.515242,103.620775,0.029902787898431305,1.0,49.92569765419766,1.0
3379,"Xi'an","China",34.447119,108.75159199999999,0.029902787898431305,1.0,49.92569765419766,1.0
3381,"Jinghonggasa","China",21.973914,100.75961099999999,0.029902787898431305,1.0,49.92569765419766,1.0
3382,"Kunming","China",24.992364000000002,102.74353599999999,0.029902787898431305,1.0,49.92569765419766,1.0
3383,"Xiamen","China",24.544036,118.12773899999999,0.029902787898431305,1.0,49.92569765419766,1.0
3384,"chang","China",28.865,115.9,0.029902787898431305,1.0,49.92569765419766,1.0
3385,"Fuzhou","China",25.935064,119.66327199999999,0.029902787898431305,1.0,49.92569765419766,1.0
3386,"Hangzhou","China",30.229503,120.434453,0.029902787898431305,1.0,49.92569765419766,1.0
3387,"Ninbo","China",29.826683000000003,121.461906,0.029902787898431305,1.0,49.92569765419766,1.0
3388,"jing","China",31.742041999999998,118.862025,0.029902787898431305,1.0,49.92569765419766,1.0
3389,"Hefei","China",31.780019,117.29843600000001,0.029902787898431305,1.0,49.92569765419766,1.0
3390,"Qingdao","China",36.266108,120.37443600000002,0.029902787898431305,1.0,49.92569765419766,1.0
3391,"Shanghai","China",31.197875,121.33631899999999,0.029902787898431305,1.0,49.92569765419766,1.0
3392,"Yantai","China",37.401666999999996,121.37166699999999,0.029902787898431305,1.0,49.92569765419766,1.0
3393,"Chongqing","China",29.719216999999997,106.641678,0.029902787898431305,1.0,49.92569765419766,1.0
3394,"Guiyang","China",26.538521999999997,106.800703,0.029902787898431305,1.0,49.92569765419766,1.0
3395,"Chengdu","China",30.578528000000002,103.947086,0.029902787898431305,1.0,49.92569765419766,1.0
3396,"Xichang","China",27.989083,102.184361,0.029902787898431305,1.0,49.92569765419766,1.0
3397,"Kashi","China",39.542922,76.01995600000001,0.029902787898431305,1.0,49.92569765419766,1.0
3398,"Hotan","China",37.038522,79.864933,0.029902787898431305,1.0,49.92569765419766,1.0
3399,"Urumqi","China",43.907106,87.474244,0.029902787898431305,1.0,49.92569765419766,1.0
3400,"Harbin","China",45.623403,126.250328,0.029902787898431305,1.0,49.92569765419766,1.0
3402,"Mudanjiang","China",44.524072,129.568972,0.029902787898431305,1.0,49.92569765419766,1.0
